"FIPS"	"File identification"	"State Postal Abbreviation"	"Summary Level"	"Geographic Component"	"Logical Record Number"	"US"	"Census Region"	"Census Division"	"State (Census Code)"	"State (FIPS Code)"	"County of current residence"	"County Subdivision (FIPS)"	"Place (FIPS Code)"	"Census Tract"	"Block Group"	"Consolidated City"	"American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)"	"American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)"	"American Indian Trust Land/Hawaiian Home Land Indicator"	"American Indian Tribal Subdivision (Census)"	"American Indian Tribal Subdivision (FIPS)"	"Alaska Native Regional Corporation (FIPS)"	"Metropolitan and Micropolitan Statistical Area"	"Combined Statistical Area"	"Metropolitan Statistical Area-Metropolitan Division"	"Metropolitan Area Central City"	"Metropolitan/Micropolitan Indicator Flag"	"New England City and Town Area"	"New England City and Town Combined Statistical Area"	"New England City and Town Area Division"	"Urban Area"	"Current Congressional District 116"	"State Legislative District Upper"	"State Legislative District Lower"	"5-digit ZIP Code Tabulation Area"	"Subminor Civil Division (FIPS)"	"State-School District (Elementary)"	"State-School District (Secondary)"	"State-School District (Unified)"	"Urban/Rural"	"Principal City Indicator"	"Public Use Microdata Area - 5% File"	"Area Name"	"Tribal Tract"	"Tribal Block Group"	"Qualified Area Name"	"Total Population"	"Total Population"	"Total Population: Not Hispanic or Latino"	"Total Population: Not Hispanic or Latino: White Alone"	"Total Population: Not Hispanic or Latino: Black or African American Alone"	"Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone"	"Total Population: Not Hispanic or Latino: Asian Alone"	"Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Not Hispanic or Latino: Some Other Race Alone"	"Total Population: Not Hispanic or Latino: Two or More Races"	"Total Population: Hispanic or Latino"	"Total Population: Hispanic or Latino: White Alone"	"Total Population: Hispanic or Latino: Black or African American Alone"	"Total Population: Hispanic or Latino: American Indian and Alaska Native Alone"	"Total Population: Hispanic or Latino: Asian Alone"	"Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Hispanic or Latino: Some Other Race Alone"	"Total Population: Hispanic or Latino: Two or More Races"	"% Total Population: Not Hispanic or Latino"	"% Total Population: Not Hispanic or Latino: White Alone"	"% Total Population: Not Hispanic or Latino: Black or African American Alone"	"% Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone"	"% Total Population: Not Hispanic or Latino: Asian Alone"	"% Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Not Hispanic or Latino: Some Other Race Alone"	"% Total Population: Not Hispanic or Latino: Two or More Races"	"% Total Population: Hispanic or Latino"	"% Total Population: Hispanic or Latino: White Alone"	"% Total Population: Hispanic or Latino: Black or African American Alone"	"% Total Population: Hispanic or Latino: American Indian and Alaska Native Alone"	"% Total Population: Hispanic or Latino: Asian Alone"	"% Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Hispanic or Latino: Some Other Race Alone"	"% Total Population: Hispanic or Latino: Two or More Races"	"Total Population:"	"Total Population: White Alone"	"Total Population: Black or African American Alone"	"Total Population: American Indian and Alaska Native Alone"	"Total Population: Asian Alone"	"Total Population: Native Hawaiian and Other Pacific Islander Alone"	"Total Population: Some Other Race Alone"	"Total Population: Two or More Races"	"% Total Population: White Alone"	"% Total Population: Black or African American Alone"	"% Total Population: American Indian and Alaska Native Alone"	"% Total Population: Asian Alone"	"% Total Population: Native Hawaiian and Other Pacific Islander Alone"	"% Total Population: Some Other Race Alone"	"% Total Population: Two or More Races"	"Civilian Population in Labor Force 16 Years and Over:"	"Civilian Population in Labor Force 16 Years and Over: Employed"	"Civilian Population in Labor Force 16 Years and Over: Unemployed"	"% Civilian Population in Labor Force 16 Years and Over: Employed"	"% Civilian Population in Labor Force 16 Years and Over: Unemployed"	"Total Population:"	"Total Population: Native Born"	"Total Population: Foreign Born"	"Total Population: Foreign Born: Naturalized Citizen"	"Total Population: Foreign Born: Not a Citizen"	"% Total Population: Native Born"	"% Total Population: Foreign Born"	"% Total Population: Foreign Born: Naturalized Citizen"	"% Total Population: Foreign Born: Not a Citizen"	"Total Population:"	"Total Population: Under 5 Years"	"Total Population: 5 to 9 Years"	"Total Population: 10 to 14 Years"	"Total Population: 15 to 17 Years"	"Total Population: 18 to 24 Years"	"Total Population: 25 to 34 Years"	"Total Population: 35 to 44 Years"	"Total Population: 45 to 54 Years"	"Total Population: 55 to 64 Years"	"Total Population: 65 to 74 Years"	"Total Population: 75 to 84 Years"	"Total Population: 85 Years and Over"	"% Total Population: Under 5 Years"	"% Total Population: 5 to 9 Years"	"% Total Population: 10 to 14 Years"	"% Total Population: 15 to 17 Years"	"% Total Population: 18 to 24 Years"	"% Total Population: 25 to 34 Years"	"% Total Population: 35 to 44 Years"	"% Total Population: 45 to 54 Years"	"% Total Population: 55 to 64 Years"	"% Total Population: 65 to 74 Years"	"% Total Population: 75 to 84 Years"	"% Total Population: 85 Years and Over"	"Population Age 18 to 64 for Whom Poverty Status  Is Determined:"	"Population Age 18 to 64 for Whom Poverty Status  Is Determined: Living in Poverty"	"Population Age 18 to 64 for Whom Poverty Status  Is Determined: At or Above Poverty Level"	"% Population Age 18 to 64 for Whom Poverty Status  Is Determined: Living in Poverty"	"% Population Age 18 to 64 for Whom Poverty Status  Is Determined: At or Above Poverty Level"
"38"	"ACSSF"	"ND"	40	0	1	.	.	.	.	38	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"North Dakota"	.	.	"North Dakota"	762062	762062	731576	637376	21758	38164	10630	2792	624	20232	30486	16534	498	2806	39	0	5696	4913	96	83.64	2.86	5.01	1.39	0.37	0.08	2.65	4	2.17	0.07	0.37	0.01	0	0.75	0.64	762062	653910	22256	40970	10669	2792	6320	25145	85.81	2.92	5.38	1.4	0.37	0.83	3.3	416619	405699	10920	97.38	2.62	762062	730924	31138	11333	19805	95.91	4.09	1.49	2.6	762062	50567	48953	50415	26771	80981	117574	96037	76528	94059	67281	34821	18075	6.64	6.42	6.62	3.51	10.63	15.43	12.6	10.04	12.34	8.83	4.57	2.37	451075	51140	399935	11.34	88.66
"39"	"ACSSF"	"OH"	40	0	1	.	.	.	.	39	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Ohio"	.	.	"Ohio"	11689100	11689100	11221511	9157673	1445171	16111	273219	4296	19236	305805	467589	294977	22160	7433	1366	978	103139	37536	96	78.34	12.36	0.14	2.34	0.04	0.16	2.62	4	2.52	0.19	0.06	0.01	0.01	0.88	0.32	11689100	9452650	1467331	23544	274585	5274	122375	343341	80.87	12.55	0.2	2.35	0.05	1.05	2.94	5965597	5692943	272654	95.43	4.57	11689100	11130148	558952	292655	266297	95.22	4.78	2.5	2.28	11689100	686672	690188	752389	445598	1064448	1544717	1404148	1451339	1606053	1187641	612935	242972	5.87	5.9	6.44	3.81	9.11	13.22	12.01	12.42	13.74	10.16	5.24	2.08	6861518	854072	6007446	12.45	87.55
"40"	"ACSSF"	"OK"	40	0	1	.	.	.	.	40	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Oklahoma"	.	.	"Oklahoma"	3956971	3956971	3518865	2567995	281284	303050	88647	3543	3887	270459	438106	297790	6130	13879	1303	1265	88033	29706	88.93	64.9	7.11	7.66	2.24	0.09	0.1	6.84	11.07	7.53	0.15	0.35	0.03	0.03	2.22	0.75	3956971	2865785	287414	316929	89950	4808	91920	300165	72.42	7.26	8.01	2.27	0.12	2.32	7.59	1872933	1791228	81705	95.64	4.36	3956971	3716762	240209	99449	140760	93.93	6.07	2.51	3.56	3956971	251083	262753	280191	158202	385498	536999	501516	452720	492787	368463	192486	74273	6.35	6.64	7.08	4	9.74	13.57	12.67	11.44	12.45	9.31	4.86	1.88	2290945	337104	1953841	14.71	85.29
"41"	"ACSSF"	"OR"	40	0	1	.	.	.	.	41	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Oregon"	.	.	"Oregon"	4217737	4217737	3650898	3158958	75363	40821	191850	13164	5530	165212	566839	364895	2555	9596	2218	1018	144444	42113	86.56	74.9	1.79	0.97	4.55	0.31	0.13	3.92	13.44	8.65	0.06	0.23	0.05	0.02	3.42	1	4217737	3523853	77918	50417	194068	14182	149974	207325	83.55	1.85	1.2	4.6	0.34	3.56	4.92	2153329	2045338	107991	94.98	5.02	4217737	3807185	410552	197449	213103	90.27	9.73	4.68	5.05	4217737	223364	235390	254889	149173	366803	594585	578846	511021	536170	467259	214550	85687	5.3	5.58	6.04	3.54	8.7	14.1	13.72	12.12	12.71	11.08	5.09	2.03	2536619	299131	2237488	11.79	88.21
"42"	"ACSSF"	"PA"	40	0	1	.	.	.	.	42	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Pennsylvania"	.	.	"Pennsylvania"	12801989	12801989	11804159	9680558	1374488	17150	450916	2595	19913	258539	997830	513234	80265	9938	2746	1553	315925	74169	92.21	75.62	10.74	0.13	3.52	0.02	0.16	2.02	7.79	4.01	0.63	0.08	0.02	0.01	2.47	0.58	12801989	10193792	1454753	27088	453662	4148	335838	332708	79.63	11.36	0.21	3.54	0.03	2.62	2.6	6580742	6285109	295633	95.51	4.49	12801989	11908822	893167	497426	395741	93.02	6.98	3.89	3.09	12801989	695661	713446	764806	458412	1141628	1704848	1520179	1605639	1809152	1353195	710194	324829	5.43	5.57	5.97	3.58	8.92	13.32	11.87	12.54	14.13	10.57	5.55	2.54	7499939	863779	6636160	11.52	88.48
"44"	"ACSSF"	"RI"	40	0	1	.	.	.	.	44	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Rhode Island"	.	.	"Rhode Island"	1059361	1059361	886718	750077	61201	2291	36215	250	8741	27943	172643	83613	16942	1050	886	0	53495	16657	83.7	70.8	5.78	0.22	3.42	0.02	0.83	2.64	16.3	7.89	1.6	0.1	0.08	0	5.05	1.57	1059361	833690	78143	3341	37101	250	62236	44600	78.7	7.38	0.32	3.5	0.02	5.87	4.21	572113	547914	24199	95.77	4.23	1059361	914287	145074	81964	63110	86.31	13.69	7.74	5.96	1059361	54802	49154	62573	37046	108834	148180	124433	135828	151356	107381	53019	26755	5.17	4.64	5.91	3.5	10.27	13.99	11.75	12.82	14.29	10.14	5	2.53	637982	66132	571850	10.37	89.63
"45"	"ACSSF"	"SC"	40	0	1	.	.	.	.	45	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"South Carolina"	.	.	"South Carolina"	5148714	5148714	4850236	3271797	1354547	15810	86100	7376	8058	106548	298478	162670	8370	3161	471	196	104627	18983	94.2	63.55	26.31	0.31	1.67	0.14	0.16	2.07	5.8	3.16	0.16	0.06	0.01	0	2.03	0.37	5148714	3434467	1362917	18971	86571	7572	112685	125531	66.71	26.47	0.37	1.68	0.15	2.19	2.44	2475751	2359714	116037	95.31	4.69	5148714	4860304	288410	122505	165905	94.4	5.6	2.38	3.22	5148714	289537	300712	334285	187766	473210	670757	628604	635042	693263	571319	277347	86872	5.62	5.84	6.49	3.65	9.19	13.03	12.21	12.33	13.46	11.1	5.39	1.69	2998651	385694	2612957	12.86	87.14
"46"	"ACSSF"	"SD"	40	0	1	.	.	.	.	46	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"South Dakota"	.	.	"South Dakota"	884659	884659	851641	721020	20313	73878	11530	2073	241	22586	33018	22744	553	1931	0	0	5678	2112	96.27	81.5	2.3	8.35	1.3	0.23	0.03	2.55	3.73	2.57	0.06	0.22	0	0	0.64	0.24	884659	743764	20866	75809	11530	2073	5919	24698	84.07	2.36	8.57	1.3	0.23	0.67	2.79	467008	452975	14033	97	3	884659	848327	36332	16451	19881	95.89	4.11	1.86	2.25	884659	58859	59654	62453	34303	81361	114420	106071	96689	117050	90443	44057	19299	6.65	6.74	7.06	3.88	9.2	12.93	11.99	10.93	13.23	10.22	4.98	2.18	497445	59134	438311	11.89	88.11
"47"	"ACSSF"	"TN"	40	0	1	.	.	.	.	47	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Tennessee"	.	.	"Tennessee"	6829174	6829174	6440047	5006712	1132469	17899	124108	3374	15077	140408	389127	266198	8835	2532	1634	95	93995	15838	94.3	73.31	16.58	0.26	1.82	0.05	0.22	2.06	5.7	3.9	0.13	0.04	0.02	0	1.38	0.23	6829174	5272910	1141304	20431	125742	3469	109072	156246	77.21	16.71	0.3	1.84	0.05	1.6	2.29	3367774	3215401	152373	95.48	4.52	6829174	6455702	373472	159347	214125	94.53	5.47	2.33	3.14	6829174	407026	405373	443911	254442	624460	934878	849159	872195	898765	680190	341410	117365	5.96	5.94	6.5	3.73	9.14	13.69	12.43	12.77	13.16	9.96	5	1.72	4066257	524102	3542155	12.89	87.11
"48"	"ACSSF"	"TX"	40	0	1	.	.	.	.	48	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Texas"	.	.	"Texas"	28995881	28995881	17471039	11929568	3442881	77748	1430236	21484	43532	525590	11524842	9343758	111041	67245	15837	5542	1671082	310337	60.25	41.14	11.87	0.27	4.93	0.07	0.15	1.81	39.75	32.22	0.38	0.23	0.05	0.02	5.76	1.07	28995881	21273326	3553922	144993	1446073	27026	1714614	835927	73.37	12.26	0.5	4.99	0.09	5.91	2.88	14465653	13830576	635077	95.61	4.39	28995881	24044725	4951156	1959253	2991903	82.92	17.08	6.76	10.32	28995881	1981755	1995392	2184780	1234704	2826700	4242661	3959419	3556845	3274898	2259341	1081125	398261	6.83	6.88	7.53	4.26	9.75	14.63	13.66	12.27	11.29	7.79	3.73	1.37	17407812	2075031	15332781	11.92	88.08
"49"	"ACSSF"	"UT"	40	0	1	.	.	.	.	49	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Utah"	.	.	"Utah"	3205958	3205958	2743904	2490644	34368	30210	75560	29108	6713	77301	462054	308883	2550	5158	910	1617	116663	26273	85.59	77.69	1.07	0.94	2.36	0.91	0.21	2.41	14.41	9.63	0.08	0.16	0.03	0.05	3.64	0.82	3205958	2799527	36918	35368	76470	30725	123376	103574	87.32	1.15	1.1	2.39	0.96	3.85	3.23	1650952	1598530	52422	96.82	3.18	3205958	2931383	274575	119289	155286	91.44	8.56	3.72	4.84	3205958	245883	258067	267584	158774	364058	472153	443692	329369	301180	219213	109412	36573	7.67	8.05	8.35	4.95	11.36	14.73	13.84	10.27	9.39	6.84	3.41	1.14	1876040	167354	1708686	8.92	91.08
"50"	"ACSSF"	"VT"	40	0	1	.	.	.	.	50	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Vermont"	.	.	"Vermont"	623989	623989	611581	576892	8127	2435	8470	336	716	14605	12408	8225	1308	493	133	50	1437	762	98.01	92.45	1.3	0.39	1.36	0.05	0.11	2.34	1.99	1.32	0.21	0.08	0.02	0.01	0.23	0.12	623989	585117	9435	2928	8603	386	2153	15367	93.77	1.51	0.47	1.38	0.06	0.35	2.46	342799	331247	11552	96.63	3.37	623989	594615	29374	15660	13714	95.29	4.71	2.51	2.2	623989	29021	31204	31922	21412	64872	76649	70815	78203	94690	75354	35553	14294	4.65	5	5.12	3.43	10.4	12.28	11.35	12.53	15.17	12.08	5.7	2.29	365999	42106	323893	11.5	88.5
"51"	"ACSSF"	"VA"	40	0	1	.	.	.	.	51	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Virginia"	.	.	"Virginia"	8535519	8535519	7707365	5212705	1625942	17497	560030	4347	23329	263515	828154	501941	33966	5891	5613	692	223334	56717	90.3	61.07	19.05	0.2	6.56	0.05	0.27	3.09	9.7	5.88	0.4	0.07	0.07	0.01	2.62	0.66	8535519	5714646	1659908	23388	565643	5039	246663	320232	66.95	19.45	0.27	6.63	0.06	2.89	3.75	4404927	4229399	175528	96.02	3.98	8535519	7451696	1083823	577074	506749	87.3	12.7	6.76	5.94	8535519	499906	504065	543494	310140	805157	1174655	1128152	1095894	1115720	809641	396708	151987	5.86	5.91	6.37	3.63	9.43	13.76	13.22	12.84	13.07	9.49	4.65	1.78	5122310	483898	4638412	9.45	90.55
"53"	"ACSSF"	"WA"	40	0	1	.	.	.	.	53	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Washington"	.	.	"Washington"	7614893	7614893	6623170	5126694	295239	86811	680421	48667	14188	371150	991723	524397	10685	17071	4546	1472	351207	82345	86.98	67.32	3.88	1.14	8.94	0.64	0.19	4.87	13.02	6.89	0.14	0.22	0.06	0.02	4.61	1.08	7614893	5651091	305924	103882	684967	50139	365395	453495	74.21	4.02	1.36	9	0.66	4.8	5.96	3928762	3749409	179353	95.43	4.57	7614893	6482059	1132834	533236	599598	85.12	14.88	7	7.87	7614893	455283	456737	477450	273495	661604	1164010	1032245	925768	960616	736308	340740	130637	5.98	6	6.27	3.59	8.69	15.29	13.56	12.16	12.61	9.67	4.47	1.72	4651564	444900	4206664	9.56	90.44
"54"	"ACSSF"	"WV"	40	0	1	.	.	.	.	54	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"West Virginia"	.	.	"West Virginia"	1792147	1792147	1765324	1649468	64996	3529	14085	286	2569	30391	26823	18536	929	72	226	113	5088	1859	98.5	92.04	3.63	0.2	0.79	0.02	0.14	1.7	1.5	1.03	0.05	0	0.01	0.01	0.28	0.1	1792147	1668004	65925	3601	14311	399	7657	32250	93.07	3.68	0.2	0.8	0.02	0.43	1.8	792405	744981	47424	94.02	5.98	1792147	1763399	28748	14764	13984	98.4	1.6	0.82	0.78	1792147	91548	98494	104920	63856	152243	211267	219899	226692	255828	217526	107764	42110	5.11	5.5	5.85	3.56	8.5	11.79	12.27	12.65	14.27	12.14	6.01	2.35	1033228	175387	857841	16.97	83.03
"55"	"ACSSF"	"WI"	40	0	1	.	.	.	.	55	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Wisconsin"	.	.	"Wisconsin"	5822434	5822434	5409665	4704609	366735	49093	166443	3903	5824	113058	412769	258745	8012	5484	977	317	115258	23976	92.91	80.8	6.3	0.84	2.86	0.07	0.1	1.94	7.09	4.44	0.14	0.09	0.02	0.01	1.98	0.41	5822434	4963354	374747	54577	167420	4220	121082	137034	85.25	6.44	0.94	2.88	0.07	2.08	2.35	3100947	3002074	98873	96.81	3.19	5822434	5528195	294239	135228	159011	94.95	5.05	2.32	2.73	5822434	327258	344543	368646	222965	543737	737315	714436	719293	824345	597951	295832	126113	5.62	5.92	6.33	3.83	9.34	12.66	12.27	12.35	14.16	10.27	5.08	2.17	3441593	350300	3091293	10.18	89.82
"56"	"ACSSF"	"WY"	40	0	1	.	.	.	.	56	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Wyoming"	.	.	"Wyoming"	578759	578759	520152	484403	6425	12291	4544	717	137	11635	58607	41457	691	1483	89	37	10662	4188	89.87	83.7	1.11	2.12	0.79	0.12	0.02	2.01	10.13	7.16	0.12	0.26	0.02	0.01	1.84	0.72	578759	525860	7116	13774	4633	754	10799	15823	90.86	1.23	2.38	0.8	0.13	1.87	2.73	294289	283750	10539	96.42	3.58	578759	560990	17769	7257	10512	96.93	3.07	1.25	1.82	578759	33098	40471	38966	21654	54723	76649	73671	63810	76928	60674	28489	9626	5.72	6.99	6.73	3.74	9.46	13.24	12.73	11.03	13.29	10.48	4.92	1.66	336915	34766	302149	10.32	89.68
"72"	"ACSSF"	"PR"	40	0	1	.	.	.	.	72	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	"Puerto Rico"	.	.	"Puerto Rico"	3193694	3193694	58935	42606	3388	459	2650	0	6235	3597	3134759	2012158	392051	2623	3923	183	500328	223493	1.85	1.33	0.11	0.01	0.08	0	0.2	0.11	98.15	63	12.28	0.08	0.12	0.01	15.67	7	3193694	2054764	395439	3082	6573	183	506563	227090	64.34	12.38	0.1	0.21	0.01	15.86	7.11	1214930	1043560	171370	85.89	14.11	3193694	3106561	87133	41735	45398	97.27	2.73	1.31	1.42	3193694	115403	153900	189662	113769	319225	385530	395192	412923	428425	366492	226345	86828	3.61	4.82	5.94	3.56	10	12.07	12.37	12.93	13.41	11.48	7.09	2.72	1923126	784074	1139052	40.77	59.23
